"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10007799,"NEWCASTLE UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",20%,65%,10%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.09) Aural and Oral Sciences","First degree","Full-time",25%,75%,0%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",27%,42%,29%,2%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.12) Biology","First degree","Full-time",13%,48%,34%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.13) Zoology","First degree","Full-time",15%,50%,25%,10%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.14) Genetics","First degree","Full-time",30%,40%,25%,10%,0%,0%,"Y"
10007799,"NEWCASTLE UNIVERSITY","(L3.15) Microbiology","First degree","Full-time",20%,40%,20%,20%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",30%,50%,20%,5%,0%,0%,"Y"
10007799,"NEWCASTLE UNIVERSITY","(L3.19) Psychology","First degree","Full-time",7%,72%,20%,1%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",15%,25%,50%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.25) Chemistry","First degree","Full-time",16%,36%,22%,27%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",10%,59%,25%,6%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Full-time",20%,23%,35%,22%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",31%,32%,28%,9%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",14%,36%,29%,21%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",20%,25%,45%,10%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.41) Civil Engineering","First degree","Full-time",15%,56%,21%,8%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",35%,20%,35%,10%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.45) Maritime Technology","First degree","Full-time",30%,40%,25%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.47) Architecture","First degree","Full-time",24%,53%,18%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",10%,58%,30%,2%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.52) Economics","First degree","Full-time",8%,49%,37%,6%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.53) Politics","First degree","Full-time",11%,69%,19%,1%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.54) Sociology","First degree","Full-time",10%,35%,50%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.59) Human and Social Geography","First degree","Full-time",6%,75%,19%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.60) Law","First degree","Full-time",4%,76%,18%,2%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.61) Business studies","First degree","Full-time",15%,55%,26%,4%,0%,0%,"Y"
10007799,"NEWCASTLE UNIVERSITY","(L3.62) Marketing","First degree","Full-time",9%,67%,20%,4%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.63) Management studies","First degree","Full-time",12%,70%,13%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.66) Accounting","First degree","Full-time",23%,52%,16%,9%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.74) Others in Mass Communications and Documentation","First degree","Full-time",5%,60%,30%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.75) English studies","First degree","Full-time",15%,67%,15%,3%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.78) Classics","First degree","Full-time",20%,70%,10%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.79) French studies","First degree","Full-time",18%,66%,17%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.80) German and Scandinavian studies","First degree","Full-time",15%,65%,15%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.82) Iberian studies","First degree","Full-time",25%,65%,10%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.84) Linguistics","First degree","Full-time",25%,60%,15%,0%,0%,0%,"Y"
10007799,"NEWCASTLE UNIVERSITY","(L3.90) History","First degree","Full-time",17%,69%,13%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.91) Archaeology","First degree","Full-time",10%,65%,25%,5%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.93) Philosophy","First degree","Full-time",25%,70%,5%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",20%,50%,25%,0%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.97) Music","First degree","Full-time",15%,50%,25%,10%,0%,0%,
10007799,"NEWCASTLE UNIVERSITY","(L3.107) Combined","First degree","Full-time",14%,65%,17%,4%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.01) Medicine","First degree","Full-time",0%,0%,0%,0%,0%,100%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",45%,40%,15%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.05) Nursing","First degree","Full-time",27%,38%,22%,4%,8%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.05) Nursing","First degree","Part-time",15%,37%,27%,2%,19%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.06) Complementary Medicine","First degree","Full-time",35%,30%,25%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.07) Nutrition","First degree","Full-time",20%,50%,30%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",15%,60%,25%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.12) Biology","First degree","Full-time",19%,36%,31%,12%,1%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.18) Sports Science","First degree","Full-time",9%,50%,36%,4%,2%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.19) Psychology","First degree","Full-time",13%,59%,25%,2%,1%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.21) Animal Science","First degree","Full-time",5%,35%,50%,10%,0%,0%,"Y"
10007801,"UNIVERSITY OF PLYMOUTH","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",5%,35%,45%,10%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.25) Chemistry","First degree","Full-time",15%,45%,40%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.28) Geology","First degree","Full-time",5%,35%,25%,5%,5%,25%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.29) Ocean Sciences","First degree","Full-time",16%,40%,34%,5%,4%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",15%,44%,33%,3%,6%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.32) Mathematics and Statistics","First degree","Full-time",40%,30%,30%,0%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.35) Computer Science","First degree","Full-time",17%,48%,27%,4%,4%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",35%,50%,15%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Part-time",0%,30%,15%,0%,55%,0%,"Y"
10007801,"UNIVERSITY OF PLYMOUTH","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",15%,40%,40%,5%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.41) Civil Engineering","First degree","Full-time",16%,53%,29%,0%,2%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.45) Maritime Technology","First degree","Full-time",17%,43%,37%,3%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.46) Others in Technology","First degree","Full-time",10%,60%,30%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.47) Architecture","First degree","Full-time",6%,24%,43%,4%,1%,22%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.48) Building","First degree","Full-time",10%,55%,30%,5%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.52) Economics","First degree","Full-time",5%,50%,35%,10%,0%,0%,"Y"
10007801,"UNIVERSITY OF PLYMOUTH","(L3.53) Politics","First degree","Full-time",15%,50%,30%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.54) Sociology","First degree","Full-time",5%,45%,35%,10%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.55) Social Policy","First degree","Full-time",0%,40%,55%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.58) Social Work","First degree","Full-time",8%,50%,32%,8%,3%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.58) Social Work","First degree","Part-time",5%,45%,40%,5%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.59) Human and Social Geography","First degree","Full-time",3%,51%,41%,2%,3%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.60) Law","First degree","Full-time",3%,38%,47%,9%,3%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.61) Business studies","First degree","Full-time",6%,36%,45%,8%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.62) Marketing","First degree","Full-time",10%,70%,25%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.63) Management studies","First degree","Full-time",10%,55%,25%,10%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.66) Accounting","First degree","Full-time",27%,35%,29%,2%,7%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.67) Tourism, Transport and Travel","First degree","Full-time",10%,37%,45%,5%,4%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.75) English studies","First degree","Full-time",3%,53%,38%,3%,4%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.76) American and Australasian studies","First degree","Full-time",5%,55%,40%,5%,0%,0%,"Y"
10007801,"UNIVERSITY OF PLYMOUTH","(L3.90) History","First degree","Full-time",10%,71%,18%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.95) Fine Art","First degree","Full-time",15%,80%,5%,0%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.96) Design studies","First degree","Full-time",17%,45%,36%,2%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.97) Music","First degree","Full-time",10%,50%,40%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.98) Drama","First degree","Full-time",15%,45%,35%,5%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.100) Cinematics and Photography","First degree","Full-time",10%,40%,45%,10%,0%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.101) Imaginative Writing","First degree","Full-time",5%,55%,35%,5%,0%,0%,"Y"
10007801,"UNIVERSITY OF PLYMOUTH","(L3.105) Academic studies in Education","First degree","Full-time",7%,50%,30%,3%,9%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.105) Academic studies in Education","First degree","Part-time",15%,60%,15%,0%,5%,0%,
10007801,"UNIVERSITY OF PLYMOUTH","(L3.108) Initial Teacher Training","First degree","Full-time",5%,69%,25%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",30%,25%,35%,15%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",25%,50%,25%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.09) Aural and Oral Sciences","First degree","Full-time",35%,50%,10%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.12) Biology","First degree","Full-time",35%,45%,10%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.13) Zoology","First degree","Full-time",30%,60%,5%,5%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.17) Others in Biological Sciences","First degree","Full-time",35%,45%,10%,10%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.19) Psychology","First degree","Full-time",19%,65%,13%,2%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.23) Food and Beverage studies","First degree","Full-time",21%,44%,28%,7%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",20%,45%,25%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.25) Chemistry","First degree","Full-time",35%,25%,30%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.26) Physics and Astronomy","First degree","Full-time",46%,28%,22%,3%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",21%,56%,21%,2%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.32) Mathematics and Statistics","First degree","Full-time",49%,21%,22%,7%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.35) Computer Science","First degree","Full-time",35%,30%,21%,15%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",19%,26%,45%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.48) Building","First degree","Full-time",27%,48%,23%,2%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",10%,45%,40%,5%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.52) Economics","First degree","Full-time",5%,43%,44%,8%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.53) Politics","First degree","Full-time",8%,54%,33%,5%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.54) Sociology","First degree","Full-time",25%,65%,10%,0%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.58) Social Work","First degree","Full-time",15%,65%,20%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.59) Human and Social Geography","First degree","Full-time",6%,67%,27%,0%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.60) Law","First degree","Full-time",4%,60%,36%,1%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.61) Business studies","First degree","Full-time",19%,61%,20%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.63) Management studies","First degree","Full-time",6%,58%,34%,1%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.65) Finance","First degree","Full-time",30%,45%,15%,5%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.66) Accounting","First degree","Full-time",15%,55%,30%,0%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.75) English studies","First degree","Full-time",14%,63%,22%,1%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.78) Classics","First degree","Full-time",10%,50%,35%,5%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.79) French studies","First degree","Full-time",0%,45%,45%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.83) Others in European Languages and Area studies","First degree","Full-time",5%,75%,15%,5%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.90) History","First degree","Full-time",14%,62%,20%,4%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.91) Archaeology","First degree","Full-time",10%,60%,25%,0%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.93) Philosophy","First degree","Full-time",11%,59%,19%,11%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.95) Fine Art","First degree","Full-time",15%,55%,25%,5%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.96) Design studies","First degree","Full-time",15%,40%,40%,5%,0%,0%,"Y"
10007802,"UNIVERSITY OF READING","(L3.98) Drama","First degree","Full-time",17%,53%,24%,6%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.105) Academic studies in Education","First degree","Full-time",15%,45%,25%,10%,0%,0%,
10007802,"UNIVERSITY OF READING","(L3.108) Initial Teacher Training","First degree","Full-time",15%,59%,26%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",40%,55%,5%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.12) Biology","First degree","Full-time",20%,70%,10%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",31%,41%,23%,3%,1%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.19) Psychology","First degree","Full-time",17%,71%,11%,1%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.25) Chemistry","First degree","Full-time",35%,45%,20%,0%,0%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.26) Physics and Astronomy","First degree","Full-time",35%,35%,20%,5%,5%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",15%,60%,20%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.32) Mathematics and Statistics","First degree","Full-time",28%,30%,30%,7%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.35) Computer Science","First degree","Full-time",26%,37%,19%,13%,4%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",30%,42%,24%,3%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",40%,30%,20%,5%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.52) Economics","First degree","Full-time",20%,41%,26%,6%,7%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.53) Politics","First degree","Full-time",19%,59%,18%,3%,1%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.54) Sociology","First degree","Full-time",16%,62%,19%,1%,2%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.56) Anthropology","First degree","Full-time",13%,73%,12%,0%,1%,1%,
10007806,"UNIVERSITY OF SUSSEX","(L3.57) Others in Social studies","First degree","Full-time",9%,68%,21%,1%,1%,1%,
10007806,"UNIVERSITY OF SUSSEX","(L3.58) Social Work","First degree","Full-time",20%,45%,30%,5%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.59) Human and Social Geography","First degree","Full-time",15%,65%,25%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.60) Law","First degree","Full-time",9%,62%,27%,2%,1%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.61) Business studies","First degree","Full-time",10%,60%,25%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.63) Management studies","First degree","Full-time",10%,60%,25%,5%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.69) Media studies","First degree","Full-time",9%,68%,18%,2%,3%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.75) English studies","First degree","Full-time",25%,70%,4%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.76) American and Australasian studies","First degree","Full-time",10%,75%,5%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.79) French studies","First degree","Full-time",10%,75%,15%,5%,0%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.82) Iberian studies","First degree","Full-time",15%,60%,20%,0%,5%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.83) Others in European Languages and Area studies","First degree","Full-time",26%,55%,17%,1%,2%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.84) Linguistics","First degree","Full-time",25%,55%,20%,0%,0%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.90) History","First degree","Full-time",14%,74%,12%,0%,1%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.93) Philosophy","First degree","Full-time",7%,70%,22%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.97) Music","First degree","Full-time",5%,70%,25%,0%,0%,0%,"Y"
10007806,"UNIVERSITY OF SUSSEX","(L3.98) Drama","First degree","Full-time",10%,75%,10%,0%,0%,0%,"Y"
10007807,"UNIVERSITY OF ULSTER","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",17%,59%,23%,0%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","First degree","Full-time",18%,42%,14%,17%,10%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","First degree","Part-time",11%,42%,28%,13%,7%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.06) Complementary Medicine","First degree","Full-time",25%,55%,15%,0%,0%,0%,"Y"
10007807,"UNIVERSITY OF ULSTER","(L3.07) Nutrition","First degree","Full-time",8%,58%,32%,1%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.08) Ophthalmics","First degree","Full-time",10%,35%,55%,5%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.09) Aural and Oral Sciences","First degree","Full-time",5%,75%,20%,0%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.10) Medical Technology","First degree","Full-time",6%,44%,46%,4%,1%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",15%,68%,17%,1%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.12) Biology","First degree","Full-time",20%,55%,25%,0%,0%,0%,"Y"
10007807,"UNIVERSITY OF ULSTER","(L3.18) Sports Science","First degree","Full-time",18%,52%,29%,1%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.19) Psychology","First degree","Full-time",13%,54%,32%,1%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.19) Psychology","First degree","Part-time",25%,20%,55%,0%,0%,0%,"Y"
10007807,"UNIVERSITY OF ULSTER","(L3.23) Food and Beverage studies","First degree","Full-time",20%,45%,25%,5%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",15%,44%,38%,4%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.32) Mathematics and Statistics","First degree","Full-time",25%,35%,25%,15%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","First degree","Full-time",14%,40%,39%,7%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","First degree","Part-time",25%,55%,10%,5%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.36) General Engineering","First degree","Full-time",6%,21%,29%,43%,1%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",16%,27%,21%,36%,0%,0%,
