"UKPRN","Institution","Subject","Level","Mode","Continuing at institution","Gained intended award or higher","Gained other award at a lower level","Left without award","Dormant","Two years aggregate data?"
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.75) English studies","Postgraduate","Full-time",0%,38%,0%,0%,62%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.79) French studies","First degree","Full-time",85%,0%,0%,5%,10%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.82) Iberian studies","First degree","Full-time",85%,0%,0%,10%,5%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.90) History","First degree","Full-time",84%,1%,0%,9%,6%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.90) History","Postgraduate","Part-time",55%,45%,0%,0%,0%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.97) Music","First degree","Full-time",90%,0%,0%,0%,10%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.103) Teacher Training","First degree","Full-time",75%,0%,0%,20%,5%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.103) Teacher Training","First degree","Part-time",80%,5%,0%,10%,5%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.103) Teacher Training","Postgraduate","Full-time",0%,100%,0%,0%,0%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.103) Teacher Training","Postgraduate","Part-time",83%,7%,0%,7%,4%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.105) Academic studies in Education","Postgraduate","Full-time",10%,80%,5%,5%,5%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.105) Academic studies in Education","Postgraduate","Part-time",60%,11%,8%,16%,5%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.106) Others in Education","First degree","Full-time",81%,2%,0%,13%,4%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.107) Combined","Other undergraduate","Part-time",25%,0%,0%,0%,75%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.108) Initial Teacher Training","First degree","Full-time",89%,0%,0%,7%,4%,
10007805,"UNIVERSITY OF STRATHCLYDE","(L3.108) Initial Teacher Training","Postgraduate","Full-time",1%,89%,0%,9%,1%,
10007806,"UNIVERSITY OF SUSSEX","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",80%,10%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.12) Biology","First degree","Full-time",95%,0%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",90%,5%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.19) Psychology","First degree","Full-time",90%,2%,0%,3%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.19) Psychology","Postgraduate","Full-time",0%,80%,5%,5%,15%,
10007806,"UNIVERSITY OF SUSSEX","(L3.25) Chemistry","First degree","Full-time",95%,0%,0%,0%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.26) Physics and Astronomy","First degree","Full-time",85%,0%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.28) Geology","Other undergraduate","Part-time",0%,85%,0%,15%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",100%,0%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.32) Mathematics and Statistics","First degree","Full-time",93%,0%,0%,5%,2%,
10007806,"UNIVERSITY OF SUSSEX","(L3.35) Computer Science","First degree","Full-time",91%,0%,0%,5%,3%,
10007806,"UNIVERSITY OF SUSSEX","(L3.35) Computer Science","Postgraduate","Full-time",0%,75%,0%,15%,10%,
10007806,"UNIVERSITY OF SUSSEX","(L3.35) Computer Science","Postgraduate","Part-time",55%,45%,0%,0%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.36) General Engineering","First degree","Full-time",70%,0%,0%,10%,20%,
10007806,"UNIVERSITY OF SUSSEX","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",95%,0%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",85%,0%,0%,10%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.40) Electronic and Electrical Engineering","Postgraduate","Full-time",0%,90%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.52) Economics","First degree","Full-time",94%,0%,0%,1%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.52) Economics","Postgraduate","Full-time",5%,100%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.53) Politics","First degree","Full-time",92%,0%,0%,4%,4%,
10007806,"UNIVERSITY OF SUSSEX","(L3.53) Politics","Postgraduate","Full-time",0%,96%,1%,0%,2%,
10007806,"UNIVERSITY OF SUSSEX","(L3.54) Sociology","First degree","Full-time",92%,0%,0%,7%,1%,
10007806,"UNIVERSITY OF SUSSEX","(L3.54) Sociology","Postgraduate","Full-time",0%,90%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.56) Anthropology","First degree","Full-time",93%,0%,0%,4%,2%,
10007806,"UNIVERSITY OF SUSSEX","(L3.56) Anthropology","Other undergraduate","Part-time",0%,50%,0%,50%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.56) Anthropology","Postgraduate","Full-time",5%,95%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.57) Others in Social studies","First degree","Full-time",94%,0%,0%,1%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.57) Others in Social studies","Postgraduate","Full-time",11%,87%,0%,2%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.58) Social Work","First degree","Full-time",100%,0%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.58) Social Work","Postgraduate","Full-time",80%,0%,0%,15%,10%,
10007806,"UNIVERSITY OF SUSSEX","(L3.59) Human and Social Geography","First degree","Full-time",92%,0%,0%,3%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.60) Law","First degree","Full-time",91%,0%,0%,3%,6%,
10007806,"UNIVERSITY OF SUSSEX","(L3.60) Law","Postgraduate","Full-time",0%,85%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.61) Business studies","First degree","Full-time",90%,0%,0%,10%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.63) Management studies","First degree","Full-time",85%,0%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.63) Management studies","Postgraduate","Full-time",0%,96%,0%,1%,3%,
10007806,"UNIVERSITY OF SUSSEX","(L3.69) Media studies","First degree","Full-time",90%,0%,0%,7%,3%,
10007806,"UNIVERSITY OF SUSSEX","(L3.69) Media studies","Postgraduate","Full-time",0%,90%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.75) English studies","First degree","Full-time",94%,0%,0%,4%,2%,
10007806,"UNIVERSITY OF SUSSEX","(L3.75) English studies","Other undergraduate","Part-time",0%,63%,0%,37%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.75) English studies","Postgraduate","Full-time",0%,100%,0%,0%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.76) American and Australasian studies","First degree","Full-time",95%,0%,0%,5%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.79) French studies","First degree","Full-time",85%,0%,0%,10%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.82) Iberian studies","First degree","Full-time",85%,0%,0%,10%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.83) Others in European Languages and Area studies","First degree","Full-time",95%,0%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.83) Others in European Languages and Area studies","Postgraduate","Full-time",0%,95%,0%,0%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.90) History","First degree","Full-time",91%,1%,0%,6%,3%,
10007806,"UNIVERSITY OF SUSSEX","(L3.90) History","Other undergraduate","Part-time",0%,80%,0%,20%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.90) History","Postgraduate","Full-time",0%,90%,0%,10%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.90) History","Postgraduate","Part-time",65%,0%,0%,25%,10%,
10007806,"UNIVERSITY OF SUSSEX","(L3.91) Archaeology","Other undergraduate","Part-time",4%,76%,0%,18%,2%,
10007806,"UNIVERSITY OF SUSSEX","(L3.93) Philosophy","First degree","Full-time",92%,0%,0%,1%,7%,
10007806,"UNIVERSITY OF SUSSEX","(L3.95) Fine Art","Other undergraduate","Part-time",0%,76%,0%,24%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.97) Music","First degree","Full-time",90%,0%,0%,10%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.97) Music","Other undergraduate","Full-time",51%,34%,0%,5%,10%,
10007806,"UNIVERSITY OF SUSSEX","(L3.97) Music","Other undergraduate","Part-time",0%,83%,0%,17%,0%,
10007806,"UNIVERSITY OF SUSSEX","(L3.101) Imaginative Writing","Other undergraduate","Part-time",18%,56%,0%,17%,8%,
10007806,"UNIVERSITY OF SUSSEX","(L3.101) Imaginative Writing","Postgraduate","Part-time",75%,5%,0%,10%,15%,
10007806,"UNIVERSITY OF SUSSEX","(L3.102) Others in Creative Arts and Design","Other undergraduate","Part-time",1%,45%,0%,36%,17%,
10007806,"UNIVERSITY OF SUSSEX","(L3.103) Teacher Training","Postgraduate","Part-time",50%,0%,0%,35%,15%,
10007806,"UNIVERSITY OF SUSSEX","(L3.106) Others in Education","Other undergraduate","Full-time",5%,85%,0%,5%,5%,
10007806,"UNIVERSITY OF SUSSEX","(L3.106) Others in Education","Other undergraduate","Part-time",6%,57%,0%,35%,3%,
10007806,"UNIVERSITY OF SUSSEX","(L3.106) Others in Education","Postgraduate","Part-time",75%,0%,0%,10%,15%,
10007806,"UNIVERSITY OF SUSSEX","(L3.108) Initial Teacher Training","Postgraduate","Full-time",8%,84%,0%,7%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",91%,0%,0%,8%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","First degree","Full-time",75%,11%,0%,10%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","First degree","Part-time",55%,5%,3%,16%,21%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","Other undergraduate","Part-time",1%,82%,0%,13%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","Postgraduate","Full-time",0%,100%,0%,0%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.05) Nursing","Postgraduate","Part-time",32%,36%,0%,23%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.07) Nutrition","First degree","Full-time",78%,13%,0%,6%,2%,
10007807,"UNIVERSITY OF ULSTER","(L3.08) Ophthalmics","First degree","Full-time",90%,5%,0%,5%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.09) Aural and Oral Sciences","First degree","Full-time",95%,0%,0%,5%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.10) Medical Technology","First degree","Full-time",89%,2%,0%,9%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",84%,0%,0%,14%,2%,
10007807,"UNIVERSITY OF ULSTER","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Part-time",9%,40%,1%,18%,32%,
10007807,"UNIVERSITY OF ULSTER","(L3.11) Others in Subjects allied to Medicine","Postgraduate","Full-time",50%,5%,0%,35%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.11) Others in Subjects allied to Medicine","Postgraduate","Part-time",46%,33%,0%,15%,6%,
10007807,"UNIVERSITY OF ULSTER","(L3.18) Sports Science","First degree","Full-time",78%,9%,0%,11%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.18) Sports Science","Other undergraduate","Part-time",55%,0%,0%,40%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.19) Psychology","First degree","Full-time",75%,0%,0%,25%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.19) Psychology","Postgraduate","Full-time",75%,0%,0%,25%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.19) Psychology","Postgraduate","Part-time",85%,0%,0%,5%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.23) Food and Beverage studies","First degree","Full-time",85%,0%,0%,10%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.27) Forensic and Archaeological Science","Postgraduate","Part-time",65%,5%,0%,30%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",92%,2%,0%,5%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.31) Physical Geography and Environmental Science","Postgraduate","Part-time",68%,4%,0%,22%,7%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","First degree","Full-time",75%,3%,0%,19%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","Other undergraduate","Part-time",31%,0%,0%,57%,11%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","Postgraduate","Full-time",50%,0%,5%,40%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.35) Computer Science","Postgraduate","Part-time",60%,0%,0%,30%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.36) General Engineering","First degree","Full-time",69%,3%,0%,25%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.36) General Engineering","Other undergraduate","Part-time",40%,5%,0%,25%,30%,
10007807,"UNIVERSITY OF ULSTER","(L3.36) General Engineering","Postgraduate","Part-time",50%,25%,0%,25%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",65%,0%,0%,34%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",60%,0%,0%,35%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.41) Civil Engineering","First degree","Full-time",87%,0%,0%,13%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.41) Civil Engineering","First degree","Part-time",75%,0%,0%,20%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.46) Others in Technology","First degree","Full-time",40%,15%,0%,40%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.46) Others in Technology","Postgraduate","Part-time",65%,5%,0%,25%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.47) Architecture","First degree","Full-time",80%,1%,0%,15%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.48) Building","First degree","Full-time",85%,0%,0%,14%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.48) Building","First degree","Part-time",64%,0%,0%,35%,2%,
10007807,"UNIVERSITY OF ULSTER","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",73%,0%,0%,25%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.52) Economics","First degree","Full-time",75%,0%,0%,25%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.53) Politics","First degree","Full-time",67%,0%,0%,28%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.54) Sociology","First degree","Full-time",78%,0%,0%,20%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.55) Social Policy","First degree","Full-time",64%,0%,0%,36%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.55) Social Policy","Postgraduate","Part-time",35%,35%,0%,20%,10%,
10007807,"UNIVERSITY OF ULSTER","(L3.57) Others in Social studies","Postgraduate","Part-time",17%,57%,0%,4%,23%,
10007807,"UNIVERSITY OF ULSTER","(L3.58) Social Work","First degree","Full-time",68%,26%,0%,4%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.58) Social Work","First degree","Part-time",46%,22%,0%,19%,13%,
10007807,"UNIVERSITY OF ULSTER","(L3.58) Social Work","Other undergraduate","Part-time",18%,23%,0%,30%,30%,
10007807,"UNIVERSITY OF ULSTER","(L3.58) Social Work","Postgraduate","Full-time",10%,15%,0%,20%,55%,
10007807,"UNIVERSITY OF ULSTER","(L3.58) Social Work","Postgraduate","Part-time",29%,12%,13%,29%,17%,
10007807,"UNIVERSITY OF ULSTER","(L3.60) Law","First degree","Full-time",79%,5%,0%,15%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.60) Law","First degree","Part-time",45%,0%,0%,44%,12%,
10007807,"UNIVERSITY OF ULSTER","(L3.61) Business studies","First degree","Full-time",75%,5%,0%,16%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.61) Business studies","First degree","Part-time",77%,0%,0%,16%,7%,
10007807,"UNIVERSITY OF ULSTER","(L3.61) Business studies","Postgraduate","Full-time",64%,13%,0%,19%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.61) Business studies","Postgraduate","Part-time",31%,31%,0%,14%,25%,
10007807,"UNIVERSITY OF ULSTER","(L3.62) Marketing","First degree","Full-time",81%,0%,0%,16%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.62) Marketing","Postgraduate","Full-time",80%,0%,0%,15%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.63) Management studies","First degree","Full-time",90%,0%,0%,10%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.63) Management studies","Other undergraduate","Part-time",45%,36%,1%,15%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.63) Management studies","Postgraduate","Full-time",85%,10%,0%,10%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.63) Management studies","Postgraduate","Part-time",75%,1%,0%,17%,7%,
10007807,"UNIVERSITY OF ULSTER","(L3.64) Human Resource Management","First degree","Full-time",74%,0%,0%,23%,2%,
10007807,"UNIVERSITY OF ULSTER","(L3.64) Human Resource Management","Postgraduate","Part-time",78%,4%,0%,12%,7%,
10007807,"UNIVERSITY OF ULSTER","(L3.65) Finance","First degree","Full-time",90%,0%,0%,10%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.65) Finance","Other undergraduate","Part-time",36%,50%,0%,6%,7%,
10007807,"UNIVERSITY OF ULSTER","(L3.66) Accounting","First degree","Full-time",89%,2%,0%,8%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.66) Accounting","Other undergraduate","Full-time",5%,75%,0%,20%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.67) Tourism, Transport and Travel","First degree","Full-time",73%,3%,0%,22%,3%,
10007807,"UNIVERSITY OF ULSTER","(L3.69) Media studies","First degree","Full-time",71%,0%,0%,24%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.70) Information Services","Postgraduate","Part-time",65%,20%,0%,15%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.71) Publicity studies","First degree","Full-time",80%,0%,0%,20%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.74) Others in Mass Communications and Documentation","First degree","Full-time",80%,0%,0%,19%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.75) English studies","First degree","Full-time",81%,1%,0%,15%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.77) Celtic studies","First degree","Full-time",65%,0%,0%,30%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.77) Celtic studies","Other undergraduate","Part-time",50%,25%,0%,10%,20%,
10007807,"UNIVERSITY OF ULSTER","(L3.84) Linguistics","First degree","Full-time",75%,0%,0%,15%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.90) History","First degree","Full-time",79%,0%,0%,17%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.95) Fine Art","First degree","Full-time",97%,0%,0%,3%,1%,
10007807,"UNIVERSITY OF ULSTER","(L3.96) Design studies","First degree","Full-time",77%,1%,0%,19%,4%,
10007807,"UNIVERSITY OF ULSTER","(L3.97) Music","First degree","Full-time",85%,0%,0%,10%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.98) Drama","First degree","Full-time",70%,0%,0%,30%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.100) Cinematics and Photography","First degree","Full-time",85%,0%,0%,10%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.102) Others in Creative Arts and Design","Other undergraduate","Full-time",0%,0%,86%,14%,0%,
10007807,"UNIVERSITY OF ULSTER","(L3.103) Teacher Training","Postgraduate","Part-time",15%,70%,0%,7%,8%,
10007807,"UNIVERSITY OF ULSTER","(L3.105) Academic studies in Education","First degree","Full-time",80%,0%,0%,15%,5%,
10007807,"UNIVERSITY OF ULSTER","(L3.108) Initial Teacher Training","Postgraduate","Full-time",2%,93%,0%,6%,0%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.98) Drama","First degree","Full-time",100%,0%,0%,0%,0%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.105) Academic studies in Education","Other undergraduate","Full-time",95%,0%,0%,0%,5%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.105) Academic studies in Education","Postgraduate","Part-time",60%,5%,0%,5%,30%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.106) Others in Education","Other undergraduate","Full-time",93%,0%,0%,3%,3%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.108) Initial Teacher Training","First degree","Full-time",78%,12%,0%,8%,2%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.108) Initial Teacher Training","Other undergraduate","Full-time",6%,88%,0%,3%,2%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.108) Initial Teacher Training","Postgraduate","Full-time",2%,81%,0%,13%,5%,
10007811,"BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN","(L3.108) Initial Teacher Training","Postgraduate","Part-time",45%,0%,0%,0%,55%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",90%,0%,5%,5%,0%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.09) Aural and Oral Sciences","First degree","Full-time",85%,0%,0%,10%,5%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.35) Computer Science","Other undergraduate","Part-time",42%,7%,0%,26%,25%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.36) General Engineering","Other undergraduate","Part-time",50%,10%,0%,40%,0%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.55) Social Policy","Other undergraduate","Full-time",98%,0%,0%,2%,0%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.55) Social Policy","Other undergraduate","Part-time",67%,0%,0%,33%,0%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.103) Teacher Training","Other undergraduate","Part-time",7%,84%,0%,2%,7%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.103) Teacher Training","Postgraduate","Part-time",5%,95%,0%,0%,0%,
10007813,"CASTLE COLLEGE NOTTINGHAM","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",55%,30%,0%,5%,10%,
10007814,"CARDIFF UNIVERSITY (PRIFYSGOL CAERDYDD)","(L3.01) Medicine","First degree","Full-time",98%,0%,0%,1%,1%,
10007814,"CARDIFF UNIVERSITY (PRIFYSGOL CAERDYDD)","(L3.01) Medicine","Postgraduate","Full-time",62%,23%,0%,5%,10%,
10007814,"CARDIFF UNIVERSITY (PRIFYSGOL CAERDYDD)","(L3.01) Medicine","Postgraduate","Part-time",39%,49%,1%,7%,5%,
