"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.23) Food and Beverage studies",88%,12%,12%,69%,18%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.30) Others in Physical Sciences",15%,85%,100%,0%,0%,"Y"
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.31) Physical Geography and Environmental Science",85%,15%,40%,0%,65%,"Y"
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.35) Computer Science",77%,23%,13%,54%,33%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.37) Mechanical, Production and Manufacturing Engineering",75%,25%,9%,67%,25%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.40) Electronic and Electrical Engineering",62%,38%,1%,66%,33%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.47) Architecture",70%,30%,0%,60%,40%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.48) Building",24%,76%,0%,32%,68%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.50) Planning (Urban, Rural and Regional)",33%,67%,2%,60%,38%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.52) Economics",90%,10%,10%,90%,0%,"Y"
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.53) Politics",95%,5%,5%,95%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.54) Sociology",100%,0%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.58) Social Work",88%,12%,0%,54%,46%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.61) Business studies",100%,0%,0%,92%,8%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.62) Marketing",99%,1%,1%,99%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.63) Management studies",34%,66%,97%,3%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.66) Accounting",99%,1%,1%,99%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.67) Tourism, Transport and Travel",97%,3%,5%,79%,15%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.68) Others in Business and Administrative studies",100%,0%,5%,95%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.69) Media studies",100%,0%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.75) English studies",100%,0%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.90) History",100%,0%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.95) Fine Art",94%,6%,7%,93%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.96) Design studies",98%,2%,5%,93%,2%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.97) Music",100%,0%,0%,85%,15%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.99) Dance",100%,0%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.102) Others in Creative Arts and Design",80%,20%,5%,95%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.103) Teacher Training",0%,100%,90%,10%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.105) Academic studies in Education",59%,41%,17%,72%,11%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.106) Others in Education",40%,60%,100%,0%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.108) Initial Teacher Training",91%,9%,50%,46%,4%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.01) Medicine",78%,22%,24%,76%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.03) Anatomy, Physiology and Pathology",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.05) Nursing",61%,39%,6%,63%,31%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.09) Aural and Oral Sciences",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.10) Medical Technology",50%,50%,60%,40%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.11) Others in Subjects allied to Medicine",29%,71%,85%,15%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.12) Biology",99%,1%,14%,86%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.13) Zoology",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.14) Genetics",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.16) Molecular Biology, Biophysics and Biochemistry",98%,2%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.18) Sports Science",97%,3%,6%,94%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.19) Psychology",96%,4%,16%,84%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.26) Physics and Astronomy",99%,1%,15%,85%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.31) Physical Geography and Environmental Science",99%,1%,9%,91%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.32) Mathematics and Statistics",100%,0%,12%,88%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.35) Computer Science",98%,2%,22%,78%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.36) General Engineering",100%,0%,45%,55%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.37) Mechanical, Production and Manufacturing Engineering",99%,1%,5%,95%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.38) Aerospace Engineering",100%,0%,3%,97%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.40) Electronic and Electrical Engineering",99%,1%,29%,71%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.41) Civil Engineering",99%,1%,19%,81%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.42) Chemical, Process and Energy Engineering",100%,0%,22%,78%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.44) Materials and Minerals Technology",88%,12%,61%,39%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.52) Economics",100%,0%,9%,83%,8%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.53) Politics",96%,4%,18%,82%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.54) Sociology",65%,35%,85%,15%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.55) Social Policy",97%,3%,7%,93%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.57) Others in Social studies",57%,43%,100%,0%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.58) Social Work",93%,7%,26%,74%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.59) Human and Social Geography",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.60) Law",98%,2%,22%,73%,4%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.61) Business studies",100%,0%,2%,98%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.62) Marketing",100%,0%,100%,0%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.63) Management studies",79%,21%,77%,23%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.65) Finance",100%,0%,63%,37%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.66) Accounting",100%,0%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.69) Media studies",97%,3%,11%,86%,2%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.75) English studies",96%,4%,9%,87%,5%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.76) American and Australasian studies",96%,4%,8%,92%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.77) Celtic studies",93%,7%,6%,94%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.78) Classics",94%,6%,20%,80%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.79) French studies",100%,0%,1%,99%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.80) German and Scandinavian studies",99%,1%,4%,96%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.81) Italian studies",95%,5%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.82) Iberian studies",96%,4%,3%,97%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.84) Linguistics",57%,43%,96%,4%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.86) Others in Linguistics, Classics and related subjects",100%,0%,10%,90%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.90) History",95%,5%,7%,93%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.91) Archaeology",95%,5%,12%,88%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.92) Others in Historical and Philosophical studies",0%,100%,0%,100%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.93) Philosophy",0%,100%,100%,0%,0%,"Y"
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.101) Imaginative Writing",55%,45%,100%,0%,0%,"Y"
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.103) Teacher Training",30%,70%,0%,30%,70%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.105) Academic studies in Education",0%,100%,100%,0%,0%,
10007855,"SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE)"," (L3.107) Combined",0%,100%,0%,0%,100%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.12) Biology",94%,6%,22%,74%,4%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.13) Zoology",99%,1%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.14) Genetics",100%,0%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.15) Microbiology",95%,5%,0%,100%,0%,"Y"
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.16) Molecular Biology, Biophysics and Biochemistry",95%,5%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.17) Others in Biological Sciences",100%,0%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.18) Sports Science",98%,2%,3%,97%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.19) Psychology",95%,5%,5%,95%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.21) Animal Science",95%,5%,18%,82%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",95%,5%,5%,56%,39%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.26) Physics and Astronomy",98%,2%,11%,89%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.28) Geology",99%,1%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.30) Others in Physical Sciences",95%,5%,100%,0%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.31) Physical Geography and Environmental Science",98%,2%,4%,96%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.32) Mathematics and Statistics",97%,3%,3%,97%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.35) Computer Science",93%,7%,7%,93%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.40) Electronic and Electrical Engineering",95%,5%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.52) Economics",98%,2%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.53) Politics",96%,4%,23%,77%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.59) Human and Social Geography",98%,2%,16%,84%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.60) Law",90%,10%,15%,85%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.61) Business studies",96%,4%,33%,67%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.62) Marketing",97%,3%,10%,90%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.63) Management studies",100%,0%,100%,0%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.65) Finance",100%,0%,0%,100%,0%,"Y"
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.66) Accounting",96%,4%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.67) Tourism, Transport and Travel",95%,5%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.69) Media studies",100%,0%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.70) Information Services",10%,90%,70%,30%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.75) English studies",95%,5%,13%,87%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.76) American and Australasian studies",100%,0%,0%,100%,0%,"Y"
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.77) Celtic studies",71%,29%,13%,79%,8%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.79) French studies",97%,3%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.80) German and Scandinavian studies",95%,5%,5%,95%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.82) Iberian studies",100%,0%,0%,100%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.83) Others in European Languages and Area studies",11%,89%,0%,11%,89%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.90) History",93%,7%,13%,85%,2%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.95) Fine Art",69%,31%,13%,67%,20%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.98) Drama",97%,3%,7%,93%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.100) Cinematics and Photography",97%,3%,2%,98%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.102) Others in Creative Arts and Design",100%,0%,100%,0%,0%,"Y"
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.105) Academic studies in Education",11%,89%,90%,10%,0%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.106) Others in Education",4%,96%,0%,4%,96%,
10007856,"ABERYSTWYTH UNIVERSITY (PRIFYSGOL ABERYSTWYTH)"," (L3.108) Initial Teacher Training",100%,0%,100%,0%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.05) Nursing",64%,36%,5%,60%,36%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.09) Aural and Oral Sciences",95%,5%,100%,0%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.10) Medical Technology",99%,1%,1%,99%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.11) Others in Subjects allied to Medicine",50%,50%,100%,0%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.12) Biology",98%,2%,14%,85%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.13) Zoology",98%,2%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.17) Others in Biological Sciences",92%,8%,8%,92%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.18) Sports Science",97%,3%,7%,92%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.19) Psychology",88%,12%,26%,73%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.22) Forestry",60%,40%,82%,18%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",97%,3%,35%,61%,4%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.25) Chemistry",97%,3%,23%,76%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.28) Geology",95%,5%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.29) Ocean Sciences",94%,6%,41%,57%,3%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.31) Physical Geography and Environmental Science",98%,2%,11%,89%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.35) Computer Science",91%,9%,21%,76%,3%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.40) Electronic and Electrical Engineering",96%,4%,14%,86%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.46) Others in Technology",100%,0%,0%,100%,0%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.52) Economics",100%,0%,10%,90%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.54) Sociology",75%,25%,15%,84%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.55) Social Policy",40%,60%,45%,45%,15%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.57) Others in Social studies",5%,95%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.58) Social Work",89%,11%,0%,90%,10%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.59) Human and Social Geography",100%,0%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.60) Law",98%,2%,11%,89%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.61) Business studies",97%,3%,21%,76%,3%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.62) Marketing",99%,1%,23%,77%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.63) Management studies",50%,50%,79%,18%,3%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.65) Finance",100%,0%,34%,65%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.66) Accounting",95%,5%,45%,55%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.69) Media studies",92%,8%,20%,79%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.73) Journalism",100%,0%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.75) English studies",97%,3%,9%,84%,7%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.77) Celtic studies",91%,9%,23%,76%,1%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.79) French studies",97%,3%,3%,94%,3%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.80) German and Scandinavian studies",100%,0%,5%,85%,10%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.81) Italian studies",95%,5%,0%,75%,25%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.82) Iberian studies",100%,0%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.83) Others in European Languages and Area studies",80%,20%,80%,20%,0%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.84) Linguistics",93%,7%,27%,71%,2%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.90) History",96%,4%,9%,89%,2%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.94) Theology and Religious studies",31%,69%,54%,35%,10%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.95) Fine Art",0%,100%,0%,100%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.96) Design studies",100%,0%,0%,100%,0%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.97) Music",71%,29%,15%,58%,27%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.98) Drama",95%,5%,15%,85%,0%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.101) Imaginative Writing",68%,32%,39%,61%,0%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.104) Research and Study Skills in Education",0%,100%,0%,0%,100%,"Y"
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.105) Academic studies in Education",97%,3%,1%,74%,25%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.106) Others in Education",7%,93%,19%,2%,78%,
10007857,"BANGOR UNIVERSITY (PRIFYSGOL BANGOR)"," (L3.108) Initial Teacher Training",99%,1%,46%,54%,0%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.27) Forensic and Archaeological Science",90%,10%,0%,100%,0%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.35) Computer Science",100%,0%,0%,100%,0%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.55) Social Policy",0%,100%,0%,1%,99%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.56) Anthropology",52%,48%,35%,65%,0%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.63) Management studies",98%,2%,68%,32%,0%,
10007858,"UNIVERSITY OF WALES, LAMPETER (PRIFYSGOL CYMRU, LLANBEDR PONT STEFFAN)"," (L3.69) Media studies",91%,9%,16%,84%,0%,
