"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Studying Only",0%,,20%,,0%,,10%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Working & Studying",0%,,10%,,0%,,20%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Assumed to be unemployed",0%,,3%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Not available for work or study",0%,,2%,,0%,,10%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Working Only",0%,,50%,,15%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Studying Only",0%,,20%,,75%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Working & Studying",0%,,10%,,0%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Assumed to be unemployed",0%,,20%,,5%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Not available for work or study",0%,,5%,,0%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.41) Civil Engineering","Working Only",0%,,0%,,0%,,0%,,0%,,65%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.41) Civil Engineering","Studying Only",0%,,0%,,0%,,0%,,0%,,10%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.41) Civil Engineering","Working & Studying",0%,,0%,,0%,,0%,,0%,,25%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.41) Civil Engineering","Not available for work or study",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Working Only",0%,,0%,,0%,,0%,,0%,,40%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Studying Only",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Working & Studying",0%,,0%,,0%,,0%,,0%,,50%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.55) Social Policy","Working Only",0%,,0%,,20%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.55) Social Policy","Studying Only",0%,,0%,,60%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.55) Social Policy","Working & Studying",0%,,0%,,20%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Working Only",0%,,70%,,0%,,80%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Studying Only",0%,,5%,,0%,,5%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Working & Studying",0%,,10%,,0%,,10%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Assumed to be unemployed",0%,,5%,,0%,,5%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Not available for work or study",0%,,5%,,0%,,5%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.66) Accounting","Working Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.66) Accounting","Working & Studying",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.66) Accounting","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Not available for work or study",0%,,20%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.75) English studies","Working Only",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.75) English studies","Studying Only",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.75) English studies","Working & Studying",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.75) English studies","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.95) Fine Art","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.95) Fine Art","Studying Only",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.95) Fine Art","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.95) Fine Art","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.95) Fine Art","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Working Only",0%,,63%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Working & Studying",0%,,14%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Assumed to be unemployed",0%,,8%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Assumed to be unemployed",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Working & Studying",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.104) Research and Study Skills in Education","Working Only",0%,,0%,,0%,,0%,,0%,,70%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.104) Research and Study Skills in Education","Working & Studying",0%,,0%,,0%,,0%,,0%,,30%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Working Only",0%,,0%,,0%,,85%,,0%,,78%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Studying Only",0%,,0%,,0%,,5%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,0%,,10%,,0%,,21%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Not available for work or study",0%,,0%,,0%,,0%,,0%,,1%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Working Only",88%,,90%,,0%,,0%,,0%,,66%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Studying Only",0%,,0%,,0%,,0%,,0%,,2%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Working & Studying",5%,,3%,,0%,,0%,,0%,,21%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Assumed to be unemployed",3%,,0%,,0%,,0%,,0%,,3%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Not available for work or study",3%,,7%,,0%,,0%,,0%,,8%,"Y"
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Working Only",0%,,92%,,80%,,80%,,90%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Studying Only",0%,,0%,,2%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Working & Studying",0%,,7%,,13%,,20%,,10%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Assumed to be unemployed",0%,,0%,,2%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Not available for work or study",0%,,1%,,2%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Working Only",83%,"Y",65%,,0%,,85%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Studying Only",9%,"Y",15%,,0%,,5%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Working & Studying",4%,"Y",20%,,0%,,10%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Assumed to be unemployed",2%,"Y",5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Not available for work or study",2%,"Y",0%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,60%,"Y",0%,,75%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,10%,"Y",0%,,20%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Not available for work or study",0%,,5%,"Y",0%,,5%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Working Only",0%,,56%,,20%,"Y",0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Studying Only",0%,,19%,,50%,"Y",0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Working & Studying",0%,,18%,,20%,"Y",0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Assumed to be unemployed",0%,,4%,,5%,"Y",0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Not available for work or study",0%,,3%,,5%,"Y",0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Working Only",0%,,66%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Studying Only",0%,,8%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Working & Studying",0%,,14%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Not available for work or study",0%,,2%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Working Only",0%,,80%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Working Only",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Working Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Studying Only",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Not available for work or study",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Working Only",0%,,65%,,0%,,80%,"Y",0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Studying Only",0%,,10%,,0%,,5%,"Y",0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Working & Studying",0%,,5%,,0%,,10%,"Y",0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Not available for work or study",0%,,5%,,0%,,10%,"Y",0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Working & Studying",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.58) Social Work","Working Only",0%,,65%,,15%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.58) Social Work","Studying Only",0%,,0%,,70%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.58) Social Work","Working & Studying",0%,,20%,,15%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.58) Social Work","Assumed to be unemployed",0%,,10%,,5%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.58) Social Work","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.60) Law","Working Only",0%,,35%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.60) Law","Studying Only",0%,,35%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.60) Law","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.60) Law","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.60) Law","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.61) Business studies","Working Only",0%,,60%,,0%,,95%,,80%,"Y",0%,
10007848,"UNIVERSITY OF CHESTER","(L3.61) Business studies","Studying Only",0%,,13%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.61) Business studies","Working & Studying",0%,,16%,,0%,,5%,,15%,"Y",0%,
10007848,"UNIVERSITY OF CHESTER","(L3.61) Business studies","Assumed to be unemployed",0%,,7%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.61) Business studies","Not available for work or study",0%,,4%,,0%,,0%,,5%,"Y",0%,
10007848,"UNIVERSITY OF CHESTER","(L3.62) Marketing","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.62) Marketing","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.62) Marketing","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.62) Marketing","Assumed to be unemployed",0%,,20%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.62) Marketing","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.63) Management studies","Working Only",0%,,0%,,0%,,45%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.63) Management studies","Working & Studying",0%,,0%,,0%,,55%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.63) Management studies","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.69) Media studies","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.69) Media studies","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.69) Media studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.69) Media studies","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.69) Media studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.71) Publicity studies","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.71) Publicity studies","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.71) Publicity studies","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.71) Publicity studies","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.71) Publicity studies","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.73) Journalism","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.73) Journalism","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.73) Journalism","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.73) Journalism","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.73) Journalism","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.75) English studies","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.75) English studies","Studying Only",0%,,16%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.75) English studies","Working & Studying",0%,,11%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.75) English studies","Assumed to be unemployed",0%,,7%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.75) English studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.90) History","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.90) History","Studying Only",0%,,20%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.90) History","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.90) History","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
